food_id,food_name,category,subcategory,region,serving_size,calories_kcal,protein_g,carbohydrates_g,fat_g,fiber_g,free_sugar_g,sodium_mg,calcium_mg,iron_mg,vitamin_c_mg,folate_ug,source
IND-0933,Pani Puri / Golgappa (with teekha meetha pani),Indian Food,,India,Source basis not specified,118.45,2.45,22.14,2.12,1.85,5.14,460.0,24.0,1.24,8.4,18.0,Indian Food Nutrition dataset provided by user
IND-0934,Dahi Puri / Dahi Sev Puri,Indian Food,,India,Source basis not specified,168.45,4.12,24.12,6.45,2.14,9.85,310.0,94.0,1.15,8.2,26.0,Indian Food Nutrition dataset provided by user
IND-0935,Aloo Tikki Chaat (with chole and dahi),Indian Food,,India,Source basis not specified,165.42,4.85,21.84,6.85,3.45,6.12,340.0,68.0,1.75,16.4,38.0,Indian Food Nutrition dataset provided by user
IND-0936,Papdi Chaat / Dahi Papdi Chaat,Indian Food,,India,Source basis not specified,182.45,4.95,23.64,7.85,2.85,8.42,320.0,110.0,1.38,10.2,32.0,Indian Food Nutrition dataset provided by user
IND-0937,Ragda Pattice,Indian Food,,India,Source basis not specified,158.64,5.12,22.45,5.84,4.12,4.12,360.0,46.0,2.05,18.4,48.0,Indian Food Nutrition dataset provided by user
IND-0938,"Samosa Chaat (with chole, curd and chutney)",Indian Food,,India,Source basis not specified,195.42,5.42,24.15,8.95,3.12,6.84,350.0,58.0,1.85,12.6,34.0,Indian Food Nutrition dataset provided by user
IND-0939,Kachori Chaat (Khasta kachori chaat),Indian Food,,India,Source basis not specified,210.64,5.64,25.84,9.85,3.24,7.12,370.0,62.0,1.92,10.4,36.0,Indian Food Nutrition dataset provided by user
IND-0940,Masala Puri (Bangalore style chaat),Indian Food,,India,Source basis not specified,148.65,4.85,22.14,4.64,3.64,3.85,390.0,38.0,1.64,16.2,42.0,Indian Food Nutrition dataset provided by user
IND-0941,Sev Khamani / Amiri Khaman,Indian Food,,India,Source basis not specified,172.45,6.42,21.85,6.84,3.85,5.12,340.0,54.0,1.48,12.4,36.0,Indian Food Nutrition dataset provided by user
IND-0942,Khandvi (Gujarati roll),Indian Food,,India,Source basis not specified,138.65,5.85,15.24,6.24,2.45,2.14,360.0,84.0,1.24,6.4,32.0,Indian Food Nutrition dataset provided by user
IND-0943,Handvo (Savory baked lentil cake),Indian Food,,India,Source basis not specified,195.42,7.12,26.45,6.85,4.85,3.12,380.0,92.0,1.85,14.6,44.0,Indian Food Nutrition dataset provided by user
IND-0944,Muthia (Steamed Gujarati fenugreek dumpling),Indian Food,,India,Source basis not specified,148.65,5.42,22.14,4.64,4.12,2.85,320.0,86.0,2.14,18.2,56.0,Indian Food Nutrition dataset provided by user
IND-0945,Thepla (Methi Thepla),Indian Food,,India,Source basis not specified,235.42,6.45,34.85,7.85,4.64,2.14,280.0,68.0,2.45,14.8,38.0,Indian Food Nutrition dataset provided by user
IND-0946,Poha (Batata Poha / Maharashtrian style),Indian Food,,India,Source basis not specified,158.45,3.64,26.45,4.25,2.85,1.85,240.0,28.0,2.14,16.8,24.0,Indian Food Nutrition dataset provided by user
IND-0947,Kanda Poha (Onion Poha),Indian Food,,India,Source basis not specified,152.15,3.45,25.84,3.95,2.64,2.14,230.0,32.0,1.95,14.2,22.0,Indian Food Nutrition dataset provided by user
IND-0948,Sabudana Khichdi (Tapioca pearl pilaf),Indian Food,,India,Source basis not specified,225.64,3.42,36.85,7.24,1.85,1.45,210.0,18.0,1.12,8.4,16.0,Indian Food Nutrition dataset provided by user
IND-0949,Sabudana Vada (2 pieces),Indian Food,,India,Source basis not specified,285.42,4.12,32.14,15.64,1.64,1.24,260.0,22.0,1.34,6.2,18.0,Indian Food Nutrition dataset provided by user
IND-0950,Upma (Rava / Sooji with vegetables),Indian Food,,India,Source basis not specified,128.45,3.24,18.64,4.85,2.85,1.64,260.0,24.0,1.12,12.4,22.0,Indian Food Nutrition dataset provided by user
IND-0951,Semiya Upma (Vermicelli upma),Indian Food,,India,Source basis not specified,132.64,3.12,19.45,4.64,2.45,1.45,250.0,22.0,1.05,10.8,19.0,Indian Food Nutrition dataset provided by user
IND-0952,Oats Upma (Vegetable oats),Indian Food,,India,Source basis not specified,118.45,4.12,16.85,3.85,3.42,1.85,240.0,32.0,1.64,16.4,32.0,Indian Food Nutrition dataset provided by user
IND-0953,Ven Pongal (Ghee Pongal / Khara Pongal),Indian Food,,India,Source basis not specified,165.42,4.65,21.84,6.85,2.14,0.85,220.0,26.0,1.42,4.2,28.0,Indian Food Nutrition dataset provided by user
IND-0954,Sweet Pongal (Sakkarai Pongal / Chakkara Pongal),Indian Food,,India,Source basis not specified,248.65,3.85,48.12,4.85,1.85,32.45,42.0,38.0,1.85,0.5,14.0,Indian Food Nutrition dataset provided by user
IND-0955,Rava Idli (with ghee and seasoning),Indian Food,,India,Source basis not specified,168.45,4.85,26.84,4.64,3.12,2.14,340.0,42.0,1.38,4.6,18.0,Indian Food Nutrition dataset provided by user
IND-0956,Kanchipuram Idli,Indian Food,,India,Source basis not specified,152.15,5.12,24.85,3.85,2.85,1.42,290.0,34.0,1.25,2.4,22.0,Indian Food Nutrition dataset provided by user
IND-0957,Podi Idli (Mini idli tossed in ghee and gunpowder),Indian Food,,India,Source basis not specified,195.42,5.84,26.45,7.64,3.45,1.12,380.0,48.0,2.14,0.0,26.0,Indian Food Nutrition dataset provided by user
IND-0958,Ghee Roast Dosa,Indian Food,,India,Source basis not specified,245.64,5.42,32.14,10.85,2.85,1.12,210.0,24.0,1.24,0.0,14.0,Indian Food Nutrition dataset provided by user
IND-0959,Onion Rava Dosa,Indian Food,,India,Source basis not specified,198.45,4.85,28.64,7.45,3.12,2.45,280.0,38.0,1.45,6.8,18.0,Indian Food Nutrition dataset provided by user
IND-0960,Mysore Masala Dosa,Indian Food,,India,Source basis not specified,185.42,4.64,24.15,7.85,3.24,2.64,310.0,28.0,1.52,12.4,32.0,Indian Food Nutrition dataset provided by user
IND-0961,Set Dosa (Sponge dosa / 3 pieces),Indian Food,,India,Source basis not specified,162.45,4.85,28.45,3.42,2.64,1.24,195.0,18.0,1.05,0.0,12.0,Indian Food Nutrition dataset provided by user
IND-0962,Pesarattu (Green gram whole dosa),Indian Food,,India,Source basis not specified,175.42,8.64,24.85,4.85,4.64,1.42,240.0,46.0,2.45,8.4,48.0,Indian Food Nutrition dataset provided by user
IND-0963,MLA Pesarattu (with upma filling),Indian Food,,India,Source basis not specified,192.64,7.85,28.45,5.84,4.12,1.85,280.0,42.0,2.12,8.2,42.0,Indian Food Nutrition dataset provided by user
IND-0964,Neer Dosa (Mangalore rice crepe),Indian Food,,India,Source basis not specified,124.15,2.45,26.12,0.64,1.12,0.45,120.0,8.0,0.45,0.0,6.0,Indian Food Nutrition dataset provided by user
IND-0965,Adai (Multilentil protein dosa),Indian Food,,India,Source basis not specified,188.45,9.45,26.45,4.85,5.42,1.84,260.0,58.0,2.85,4.6,56.0,Indian Food Nutrition dataset provided by user
IND-0966,Ragi Dosa (Finger millet dosa),Indian Food,,India,Source basis not specified,154.25,4.85,28.64,2.64,4.85,1.12,210.0,120.0,2.14,0.0,16.0,Indian Food Nutrition dataset provided by user
IND-0967,Kuzhi Paniyaram (Savory paniyaram / Appe),Indian Food,,India,Source basis not specified,172.45,4.85,26.84,5.12,2.85,1.64,240.0,24.0,1.15,4.2,16.0,Indian Food Nutrition dataset provided by user
IND-0968,Sweet Paniyaram (Unniyappam / Jaggery paniyaram),Indian Food,,India,Source basis not specified,242.15,3.64,44.85,5.42,2.14,28.45,85.0,42.0,1.85,1.2,14.0,Indian Food Nutrition dataset provided by user
IND-0969,Idiyappam / Sevai (String hoppers),Indian Food,,India,Source basis not specified,118.45,2.14,25.84,0.42,1.24,0.32,95.0,8.0,0.38,0.0,5.0,Indian Food Nutrition dataset provided by user
IND-0970,Lemon Sevai (Lemon string hoppers),Indian Food,,India,Source basis not specified,145.64,2.85,24.12,4.25,1.85,0.85,220.0,14.0,0.65,12.4,18.0,Indian Food Nutrition dataset provided by user
IND-0971,Coconut Sevai,Indian Food,,India,Source basis not specified,178.45,3.12,24.85,7.64,2.85,2.14,190.0,18.0,0.85,2.1,16.0,Indian Food Nutrition dataset provided by user
IND-0972,Tomato Sevai,Indian Food,,India,Source basis not specified,138.45,2.64,22.84,4.12,2.14,1.95,240.0,16.0,0.72,16.8,22.0,Indian Food Nutrition dataset provided by user
IND-0973,Curd Sevai / Dahi Sevai,Indian Food,,India,Source basis not specified,132.15,3.85,18.45,4.85,1.24,2.85,195.0,78.0,0.45,3.4,18.0,Indian Food Nutrition dataset provided by user
IND-0974,Puttu (Steamed rice flour and coconut cylinder),Indian Food,,India,Source basis not specified,175.42,3.85,32.45,3.42,3.12,1.85,110.0,16.0,0.85,1.2,12.0,Indian Food Nutrition dataset provided by user
IND-0975,Kadala Curry (Kerala black chickpea curry),Indian Food,,India,Source basis not specified,138.65,5.84,14.85,6.42,6.85,2.14,290.0,48.0,2.64,8.4,68.0,Indian Food Nutrition dataset provided by user
IND-0976,Kootu (South Indian vegetable lentil stew),Indian Food,,India,Source basis not specified,88.45,3.85,10.12,3.64,3.85,2.14,210.0,42.0,1.24,14.6,44.0,Indian Food Nutrition dataset provided by user
IND-0977,Poriyal (Beans / Carrot / Cabbage stir fry with coconut),Indian Food,,India,Source basis not specified,78.45,2.14,6.84,4.85,3.85,2.45,180.0,44.0,0.95,16.4,36.0,Indian Food Nutrition dataset provided by user
IND-0978,Kalan (Kerala spiced yogurt and yam/plantain curry),Indian Food,,India,Source basis not specified,115.42,3.12,8.45,7.64,2.14,3.85,220.0,92.0,0.85,6.8,32.0,Indian Food Nutrition dataset provided by user
IND-0979,Olan (Ash gourd and cowpea in coconut milk),Indian Food,,India,Source basis not specified,94.65,2.85,7.12,6.12,3.12,2.14,160.0,38.0,1.12,8.2,28.0,Indian Food Nutrition dataset provided by user
IND-0980,Pachadi (South Indian yogurt beetroot/pineapple relish),Indian Food,,India,Source basis not specified,82.15,2.64,9.45,3.85,2.14,6.12,195.0,78.0,0.72,12.4,26.0,Indian Food Nutrition dataset provided by user
IND-0981,Erissery (Pumpkin and red bean in roasted coconut),Indian Food,,India,Source basis not specified,128.45,4.12,12.85,6.85,4.85,3.42,190.0,46.0,1.85,14.2,42.0,Indian Food Nutrition dataset provided by user
IND-0982,Pulissery / Moru Curry (Spiced buttermilk curry),Indian Food,,India,Source basis not specified,62.45,2.45,4.12,3.85,0.64,3.42,210.0,84.0,0.35,4.2,18.0,Indian Food Nutrition dataset provided by user
IND-0983,Tomato Rasam,Indian Food,,India,Source basis not specified,28.45,1.12,3.85,0.95,1.42,1.45,180.0,18.0,0.65,22.4,24.0,Indian Food Nutrition dataset provided by user
IND-0984,Pepper Rasam (Milagu Rasam),Indian Food,,India,Source basis not specified,32.15,1.24,4.12,1.12,1.64,0.85,195.0,22.0,0.85,14.6,18.0,Indian Food Nutrition dataset provided by user
IND-0985,Garlic Rasam (Poondu Rasam),Indian Food,,India,Source basis not specified,35.64,1.45,4.85,1.24,1.85,1.12,190.0,28.0,0.92,16.2,22.0,Indian Food Nutrition dataset provided by user
IND-0986,Mysore Rasam,Indian Food,,India,Source basis not specified,42.15,1.85,5.42,1.64,2.14,1.42,210.0,24.0,0.95,18.4,28.0,Indian Food Nutrition dataset provided by user
IND-0987,Vatha Kuzhambu (Sundakkai / Manathakkali),Indian Food,,India,Source basis not specified,115.42,2.45,12.84,6.12,3.85,5.42,320.0,48.0,1.64,8.4,22.0,Indian Food Nutrition dataset provided by user
IND-0988,Ennai Kathirikai Kuzhambu (Stuffed baby brinjal curry),Indian Food,,India,Source basis not specified,142.65,2.85,10.12,10.15,4.12,3.64,310.0,52.0,1.42,12.6,28.0,Indian Food Nutrition dataset provided by user
IND-0989,Mor Kuzhambu (Tamil Nadu buttermilk stew),Indian Food,,India,Source basis not specified,78.45,3.12,5.42,4.85,1.12,3.85,240.0,98.0,0.58,6.8,24.0,Indian Food Nutrition dataset provided by user
IND-0990,Chettinad Veg Curry,Indian Food,,India,Source basis not specified,132.45,3.64,9.45,8.85,3.85,3.12,290.0,48.0,1.38,24.6,42.0,Indian Food Nutrition dataset provided by user
IND-0991,Gutti Vankaya Kura (Andhra stuffed brinjal curry),Indian Food,,India,Source basis not specified,158.42,3.85,11.24,11.12,4.64,3.85,340.0,62.0,1.85,16.4,36.0,Indian Food Nutrition dataset provided by user
IND-0992,Tomato Pappu (Andhra dal with tomatoes),Indian Food,,India,Source basis not specified,105.42,5.12,13.85,3.45,3.45,2.14,260.0,38.0,1.54,22.8,48.0,Indian Food Nutrition dataset provided by user
IND-0993,Gongura Pappu (Andhra dal with sorrel leaves),Indian Food,,India,Source basis not specified,112.65,5.64,12.45,4.85,4.12,1.42,280.0,74.0,2.85,28.4,62.0,Indian Food Nutrition dataset provided by user
IND-0994,Pesarapappu Charu (Moong dal rasam),Indian Food,,India,Source basis not specified,45.64,2.45,5.84,1.42,1.64,0.95,195.0,22.0,0.85,12.4,26.0,Indian Food Nutrition dataset provided by user
IND-0995,Kandi Podi (Andhra spiced toor dal powder for rice),Indian Food,,India,Source basis not specified,345.12,20.45,48.12,8.12,14.65,2.14,680.0,84.0,4.85,0.0,112.0,Indian Food Nutrition dataset provided by user
IND-0996,Karivepaku Podi (Curry leaf powder for rice),Indian Food,,India,Source basis not specified,312.45,14.85,42.15,9.42,18.42,1.85,590.0,420.0,12.45,18.4,86.0,Indian Food Nutrition dataset provided by user
IND-0997,Nallakaram Podi (Andhra spicy black chilli podi),Indian Food,,India,Source basis not specified,325.64,16.12,44.85,9.12,16.12,2.45,720.0,110.0,6.12,8.6,74.0,Indian Food Nutrition dataset provided by user
IND-0998,Idli Podi / Gunpowder (Tamil style with sesame),Indian Food,,India,Source basis not specified,378.45,18.64,42.14,15.85,12.45,1.85,640.0,260.0,6.85,0.0,88.0,Indian Food Nutrition dataset provided by user
IND-0999,Tomato Thokku / Pickle,Indian Food,,India,Source basis not specified,185.42,2.14,14.85,13.45,3.12,8.42,1850.0,42.0,1.85,18.6,22.0,Indian Food Nutrition dataset provided by user
IND-1000,Gongura Pachadi (Andhra roselle leaf pickle/chutney),Indian Food,,India,Source basis not specified,165.42,3.12,8.95,13.12,4.64,1.85,1620.0,96.0,3.45,24.8,42.0,Indian Food Nutrition dataset provided by user
IND-1001,Avakaya (Andhra raw mango pickle in mustard oil),Indian Food,,India,Source basis not specified,245.64,2.45,12.45,21.12,4.12,3.12,2450.0,48.0,1.95,28.4,18.0,Indian Food Nutrition dataset provided by user
IND-1002,Lime Pickle / Nimbu ka Achar,Indian Food,,India,Source basis not specified,112.45,1.42,16.84,4.64,2.85,8.12,2800.0,54.0,1.24,42.6,14.0,Indian Food Nutrition dataset provided by user
IND-1003,Mixed Veg Pickle / Pachranga Achar,Indian Food,,India,Source basis not specified,195.42,2.12,11.85,15.84,3.64,4.12,2200.0,46.0,1.75,22.4,26.0,Indian Food Nutrition dataset provided by user
IND-1004,Garlic Pickle / Lehsun ka Achar,Indian Food,,India,Source basis not specified,210.45,4.85,18.45,13.24,3.12,6.42,1980.0,110.0,2.14,12.4,18.0,Indian Food Nutrition dataset provided by user
IND-1005,Green Chilli Pickle / Hari Mirch ka Achar,Indian Food,,India,Source basis not specified,178.45,2.64,8.95,14.85,4.12,2.14,2150.0,38.0,1.64,68.4,24.0,Indian Food Nutrition dataset provided by user
IND-1006,Jalebi (Sugar syrup dipped spiral),Indian Food,,India,Source basis not specified,365.42,3.12,68.14,9.45,0.85,54.12,28.0,24.0,0.85,0.0,8.0,Indian Food Nutrition dataset provided by user
IND-1007,Imarti (Urad dal sweet flower),Indian Food,,India,Source basis not specified,348.65,5.12,64.85,8.12,1.85,48.64,34.0,38.0,1.24,0.0,14.0,Indian Food Nutrition dataset provided by user
IND-1008,Rasgulla (Bengali cottage cheese ball in syrup / 2 pieces),Indian Food,,India,Source basis not specified,146.15,4.12,32.45,0.45,0.0,31.12,18.0,84.0,0.35,0.0,12.0,Indian Food Nutrition dataset provided by user
IND-1009,Gulab Jamun (Khoya / 2 pieces in syrup),Indian Food,,India,Source basis not specified,324.65,4.85,48.12,12.84,0.45,42.15,42.0,110.0,0.72,0.0,18.0,Indian Food Nutrition dataset provided by user
IND-1010,Kaju Katli / Kaju Barfi,Indian Food,,India,Source basis not specified,428.45,9.85,54.12,19.84,1.85,44.12,14.0,38.0,2.85,0.0,16.0,Indian Food Nutrition dataset provided by user
IND-1011,Motichoor Ladoo / Boondi Ladoo,Indian Food,,India,Source basis not specified,415.64,5.64,58.45,18.12,1.64,46.12,28.0,32.0,1.42,0.0,18.0,Indian Food Nutrition dataset provided by user
IND-1012,Mysore Pak (Traditional ghee sweet),Indian Food,,India,Source basis not specified,524.15,6.45,48.12,34.12,1.85,38.45,24.0,42.0,1.64,0.0,16.0,Indian Food Nutrition dataset provided by user
IND-1013,Soan Papdi / Patisa,Indian Food,,India,Source basis not specified,468.45,6.85,59.12,22.84,2.14,45.12,32.0,48.0,1.85,0.0,18.0,Indian Food Nutrition dataset provided by user
IND-1014,Peda (Mathura Peda / Doodh Peda),Indian Food,,India,Source basis not specified,385.42,11.24,56.14,12.85,0.0,51.12,64.0,340.0,0.85,0.5,24.0,Indian Food Nutrition dataset provided by user
SIF-0001,Rava Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0002,Kanchipuram Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0003,Thatte Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0004,Button Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0005,Mallige Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0006,Podi Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0007,Ghee Podi Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0008,Sambar Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0009,Curd Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0010,Kara Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0011,Vegetable Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0012,Ragi Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0013,Oats Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0014,Wheat Rava Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0015,Sanna (Goan-style South Idli),South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0016,Mini Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0017,Idli Upma,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0018,Idli Fry,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0019,Stuffed Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0020,Kal Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0021,Uddina Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0022,Millet Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0023,Quinoa Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0024,Beetroot Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0025,Carrot Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0026,Spinach Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0027,Tomato Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0028,Paal Idli,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0029,Idiyappam (String Hoppers),South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0030,Vegetable Idiyappam,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0031,Sweet Idiyappam,South Indian,Idli & Steamed Tiffin,South India,2 pieces (~80g),95.0,3.0,17.0,1.5,1.0,,,15.0,0.6,,,South Indian food dataset
SIF-0032,Onion Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0033,Podi Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0034,Ghee Roast Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0035,Paper Roast Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0036,Mysore Masala Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0037,Rava Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0038,Rava Onion Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0039,Set Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0040,Neer Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0041,Pesarattu,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0042,Pesarattu Upma,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0043,Adai Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0044,Ragi Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0045,Wheat Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0046,Oats Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0047,Moong Dal Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0048,Cheese Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0049,Egg Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0050,Chicken Dosa (Kalyani style),South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0051,Paneer Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0052,Kal Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0053,Kerala Appam Dosa Style,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0054,Sada Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0055,Roasted Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0056,Butter Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0057,Chutney Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0058,Tomato Onion Uttapam Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0059,Karam Dosa,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0060,Andhra Pesarattu Upma combo,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
SIF-0061,Podi Dosa with Ghee,South Indian,Dosa Varieties,South India,1 piece (~90g),145.0,3.8,20.0,4.5,0.7,,,15.0,0.9,,,South Indian food dataset
